cell_id,gene,count,sample_id,cluster
CELL_0088,GENE_0006,10,S10,Cluster_5
CELL_0088,GENE_0098,2,S10,Cluster_5
CELL_0088,GENE_0480,5,S10,Cluster_5
CELL_0088,GENE_0489,11,S10,Cluster_5
CELL_0088,GENE_0348,11,S10,Cluster_5
CELL_0088,GENE_0202,17,S10,Cluster_5
CELL_0088,GENE_0337,12,S10,Cluster_5
CELL_0088,GENE_0047,7,S10,Cluster_5
CELL_0088,GENE_0008,9,S10,Cluster_5
CELL_0088,GENE_0376,3,S10,Cluster_5
CELL_0088,GENE_0278,2,S10,Cluster_5
CELL_0088,GENE_0373,9,S10,Cluster_5
CELL_0088,GENE_0287,20,S10,Cluster_5
CELL_0088,GENE_0204,1,S10,Cluster_5
CELL_0088,GENE_0251,11,S10,Cluster_5
CELL_0088,GENE_0038,1,S10,Cluster_5
CELL_0088,GENE_0124,8,S10,Cluster_5
CELL_0088,GENE_0111,12,S10,Cluster_5
CELL_0088,GENE_0487,41,S10,Cluster_5
CELL_0088,GENE_0214,3,S10,Cluster_5
CELL_0088,GENE_0028,9,S10,Cluster_5
CELL_0088,GENE_0021,8,S10,Cluster_5
CELL_0088,GENE_0452,49,S10,Cluster_5
CELL_0088,GENE_0449,1,S10,Cluster_5
CELL_0088,GENE_0276,9,S10,Cluster_5
CELL_0088,GENE_0475,2,S10,Cluster_5
CELL_0088,GENE_0296,2,S10,Cluster_5
CELL_0088,GENE_0426,1,S10,Cluster_5
CELL_0088,GENE_0221,5,S10,Cluster_5
CELL_0088,GENE_0097,26,S10,Cluster_5
CELL_0088,GENE_0075,6,S10,Cluster_5
CELL_0088,GENE_0212,25,S10,Cluster_5
CELL_0088,GENE_0379,20,S10,Cluster_5
CELL_0088,GENE_0092,9,S10,Cluster_5
CELL_0088,GENE_0291,8,S10,Cluster_5
CELL_0088,GENE_0378,11,S10,Cluster_5
CELL_0088,GENE_0352,11,S10,Cluster_5
CELL_0088,GENE_0058,2,S10,Cluster_5
CELL_0088,GENE_0295,12,S10,Cluster_5
CELL_0088,GENE_0338,8,S10,Cluster_5
CELL_0089,GENE_0360,2,S15,Cluster_3
CELL_0089,GENE_0020,4,S15,Cluster_3
CELL_0089,GENE_0327,3,S15,Cluster_3
CELL_0089,GENE_0480,34,S15,Cluster_3
CELL_0089,GENE_0202,19,S15,Cluster_3
CELL_0089,GENE_0428,5,S15,Cluster_3
CELL_0089,GENE_0470,2,S15,Cluster_3
CELL_0089,GENE_0034,11,S15,Cluster_3
CELL_0089,GENE_0275,41,S15,Cluster_3
CELL_0089,GENE_0307,9,S15,Cluster_3
CELL_0089,GENE_0489,24,S15,Cluster_3
CELL_0089,GENE_0410,5,S15,Cluster_3
CELL_0089,GENE_0337,40,S15,Cluster_3
CELL_0089,GENE_0101,11,S15,Cluster_3
CELL_0089,GENE_0454,6,S15,Cluster_3
CELL_0089,GENE_0261,1,S15,Cluster_3
CELL_0089,GENE_0314,4,S15,Cluster_3
CELL_0089,GENE_0134,4,S15,Cluster_3
CELL_0089,GENE_0274,7,S15,Cluster_3
CELL_0089,GENE_0376,7,S15,Cluster_3
CELL_0089,GENE_0312,11,S15,Cluster_3
CELL_0089,GENE_0035,4,S15,Cluster_3
CELL_0089,GENE_0374,3,S15,Cluster_3
CELL_0089,GENE_0192,34,S15,Cluster_3
CELL_0089,GENE_0259,5,S15,Cluster_3
CELL_0089,GENE_0139,13,S15,Cluster_3
CELL_0089,GENE_0388,7,S15,Cluster_3
CELL_0089,GENE_0241,4,S15,Cluster_3
CELL_0089,GENE_0414,3,S15,Cluster_3
CELL_0089,GENE_0110,11,S15,Cluster_3
CELL_0089,GENE_0155,5,S15,Cluster_3
CELL_0089,GENE_0305,2,S15,Cluster_3
CELL_0089,GENE_0140,2,S15,Cluster_3
CELL_0089,GENE_0191,30,S15,Cluster_3
CELL_0089,GENE_0255,9,S15,Cluster_3
CELL_0089,GENE_0221,7,S15,Cluster_3
CELL_0089,GENE_0280,13,S15,Cluster_3
CELL_0089,GENE_0108,3,S15,Cluster_3
CELL_0089,GENE_0227,8,S15,Cluster_3
CELL_0089,GENE_0000,1,S15,Cluster_3
CELL_0090,GENE_0435,3,S16,Cluster_5
CELL_0090,GENE_0393,15,S16,Cluster_5
CELL_0090,GENE_0293,27,S16,Cluster_5
CELL_0090,GENE_0059,8,S16,Cluster_5
CELL_0090,GENE_0380,6,S16,Cluster_5
CELL_0090,GENE_0388,3,S16,Cluster_5
CELL_0090,GENE_0145,8,S16,Cluster_5
CELL_0090,GENE_0029,15,S16,Cluster_5
CELL_0090,GENE_0276,20,S16,Cluster_5
CELL_0090,GENE_0166,7,S16,Cluster_5
CELL_0090,GENE_0387,9,S16,Cluster_5
CELL_0090,GENE_0106,12,S16,Cluster_5
CELL_0090,GENE_0458,7,S16,Cluster_5
CELL_0090,GENE_0162,9,S16,Cluster_5
CELL_0090,GENE_0451,12,S16,Cluster_5
CELL_0090,GENE_0170,8,S16,Cluster_5
CELL_0090,GENE_0470,16,S16,Cluster_5
CELL_0090,GENE_0290,16,S16,Cluster_5
CELL_0090,GENE_0124,9,S16,Cluster_5
CELL_0090,GENE_0446,27,S16,Cluster_5
CELL_0090,GENE_0063,14,S16,Cluster_5
CELL_0090,GENE_0041,21,S16,Cluster_5
CELL_0090,GENE_0005,4,S16,Cluster_5
CELL_0090,GENE_0489,10,S16,Cluster_5
CELL_0090,GENE_0116,4,S16,Cluster_5
CELL_0090,GENE_0043,2,S16,Cluster_5
CELL_0090,GENE_0302,49,S16,Cluster_5
CELL_0090,GENE_0150,13,S16,Cluster_5
CELL_0090,GENE_0283,10,S16,Cluster_5
CELL_0090,GENE_0278,13,S16,Cluster_5
CELL_0090,GENE_0469,42,S16,Cluster_5
CELL_0090,GENE_0160,3,S16,Cluster_5
CELL_0090,GENE_0374,2,S16,Cluster_5
CELL_0090,GENE_0360,4,S16,Cluster_5
CELL_0090,GENE_0194,24,S16,Cluster_5
CELL_0090,GENE_0475,2,S16,Cluster_5
CELL_0090,GENE_0087,4,S16,Cluster_5
CELL_0090,GENE_0287,8,S16,Cluster_5
CELL_0090,GENE_0269,19,S16,Cluster_5
CELL_0090,GENE_0103,5,S16,Cluster_5
CELL_0091,GENE_0013,13,S10,Cluster_4
CELL_0091,GENE_0428,5,S10,Cluster_4
CELL_0091,GENE_0075,39,S10,Cluster_4
CELL_0091,GENE_0211,5,S10,Cluster_4
CELL_0091,GENE_0388,2,S10,Cluster_4
CELL_0091,GENE_0219,3,S10,Cluster_4
CELL_0091,GENE_0103,8,S10,Cluster_4
CELL_0091,GENE_0475,14,S10,Cluster_4
CELL_0091,GENE_0034,11,S10,Cluster_4
CELL_0091,GENE_0461,28,S10,Cluster_4
CELL_0091,GENE_0029,9,S10,Cluster_4
CELL_0091,GENE_0166,3,S10,Cluster_4
CELL_0091,GENE_0002,9,S10,Cluster_4
CELL_0091,GENE_0241,8,S10,Cluster_4
CELL_0091,GENE_0357,2,S10,Cluster_4
CELL_0091,GENE_0009,18,S10,Cluster_4
CELL_0091,GENE_0140,14,S10,Cluster_4
CELL_0091,GENE_0214,25,S10,Cluster_4
CELL_0091,GENE_0202,14,S10,Cluster_4
CELL_0091,GENE_0139,13,S10,Cluster_4
CELL_0091,GENE_0064,19,S10,Cluster_4
CELL_0091,GENE_0448,2,S10,Cluster_4
CELL_0091,GENE_0162,22,S10,Cluster_4
CELL_0091,GENE_0172,2,S10,Cluster_4
CELL_0091,GENE_0292,10,S10,Cluster_4
CELL_0091,GENE_0376,2,S10,Cluster_4
CELL_0091,GENE_0035,7,S10,Cluster_4
CELL_0091,GENE_0295,22,S10,Cluster_4
CELL_0091,GENE_0361,6,S10,Cluster_4
CELL_0091,GENE_0256,36,S10,Cluster_4
CELL_0091,GENE_0332,22,S10,Cluster_4
CELL_0091,GENE_0421,2,S10,Cluster_4
CELL_0091,GENE_0392,9,S10,Cluster_4
CELL_0091,GENE_0375,8,S10,Cluster_4
CELL_0091,GENE_0138,4,S10,Cluster_4
CELL_0091,GENE_0293,14,S10,Cluster_4
CELL_0091,GENE_0134,23,S10,Cluster_4
CELL_0092,GENE_0258,1,S10,Cluster_1
CELL_0092,GENE_0092,18,S10,Cluster_1
CELL_0092,GENE_0005,10,S10,Cluster_1
CELL_0092,GENE_0002,3,S10,Cluster_1
CELL_0092,GENE_0454,1,S10,Cluster_1
CELL_0092,GENE_0461,2,S10,Cluster_1
CELL_0092,GENE_0407,21,S10,Cluster_1
CELL_0092,GENE_0204,3,S10,Cluster_1
CELL_0092,GENE_0044,1,S10,Cluster_1
CELL_0092,GENE_0281,5,S10,Cluster_1
CELL_0092,GENE_0354,10,S10,Cluster_1
CELL_0092,GENE_0170,3,S10,Cluster_1
CELL_0092,GENE_0140,2,S10,Cluster_1
CELL_0092,GENE_0032,4,S10,Cluster_1
CELL_0092,GENE_0064,4,S10,Cluster_1
CELL_0092,GENE_0392,2,S10,Cluster_1
CELL_0092,GENE_0020,3,S10,Cluster_1
CELL_0092,GENE_0376,2,S10,Cluster_1
CELL_0092,GENE_0063,2,S10,Cluster_1
CELL_0092,GENE_0314,9,S10,Cluster_1
CELL_0092,GENE_0091,28,S10,Cluster_1
CELL_0092,GENE_0251,6,S10,Cluster_1
CELL_0092,GENE_0216,1,S10,Cluster_1
CELL_0092,GENE_0155,1,S10,Cluster_1
CELL_0092,GENE_0088,6,S10,Cluster_1
CELL_0092,GENE_0379,25,S10,Cluster_1
CELL_0092,GENE_0491,16,S10,Cluster_1
CELL_0092,GENE_0211,3,S10,Cluster_1
CELL_0092,GENE_0188,2,S10,Cluster_1
CELL_0092,GENE_0192,3,S10,Cluster_1
CELL_0092,GENE_0428,6,S10,Cluster_1
CELL_0092,GENE_0090,7,S10,Cluster_1
CELL_0092,GENE_0145,31,S10,Cluster_1
CELL_0092,GENE_0361,16,S10,Cluster_1
CELL_0092,GENE_0223,4,S10,Cluster_1
CELL_0092,GENE_0059,1,S10,Cluster_1
CELL_0092,GENE_0236,3,S10,Cluster_1
CELL_0092,GENE_0485,1,S10,Cluster_1
CELL_0092,GENE_0378,5,S10,Cluster_1
CELL_0093,GENE_0413,9,S20,Cluster_2
CELL_0093,GENE_0269,4,S20,Cluster_2
CELL_0093,GENE_0480,8,S20,Cluster_2
CELL_0093,GENE_0329,4,S20,Cluster_2
CELL_0093,GENE_0359,14,S20,Cluster_2
CELL_0093,GENE_0354,4,S20,Cluster_2
CELL_0093,GENE_0287,3,S20,Cluster_2
CELL_0093,GENE_0255,1,S20,Cluster_2
CELL_0093,GENE_0295,3,S20,Cluster_2
CELL_0093,GENE_0211,6,S20,Cluster_2
CELL_0093,GENE_0375,11,S20,Cluster_2
CELL_0093,GENE_0005,7,S20,Cluster_2
CELL_0093,GENE_0160,14,S20,Cluster_2
CELL_0093,GENE_0219,7,S20,Cluster_2
CELL_0093,GENE_0150,2,S20,Cluster_2
CELL_0093,GENE_0166,3,S20,Cluster_2
CELL_0093,GENE_0439,1,S20,Cluster_2
CELL_0093,GENE_0172,3,S20,Cluster_2
CELL_0093,GENE_0457,5,S20,Cluster_2
CELL_0093,GENE_0360,2,S20,Cluster_2
CELL_0093,GENE_0361,2,S20,Cluster_2
CELL_0093,GENE_0122,4,S20,Cluster_2
CELL_0093,GENE_0096,9,S20,Cluster_2
CELL_0093,GENE_0145,6,S20,Cluster_2
CELL_0093,GENE_0280,14,S20,Cluster_2
CELL_0093,GENE_0388,11,S20,Cluster_2
CELL_0093,GENE_0004,2,S20,Cluster_2
CELL_0093,GENE_0376,1,S20,Cluster_2
CELL_0093,GENE_0008,1,S20,Cluster_2
CELL_0093,GENE_0101,6,S20,Cluster_2
CELL_0093,GENE_0192,3,S20,Cluster_2
CELL_0093,GENE_0281,9,S20,Cluster_2
CELL_0093,GENE_0110,4,S20,Cluster_2
CELL_0093,GENE_0435,6,S20,Cluster_2
CELL_0093,GENE_0470,7,S20,Cluster_2
CELL_0093,GENE_0032,29,S20,Cluster_2
CELL_0093,GENE_0393,2,S20,Cluster_2
CELL_0094,GENE_0480,6,S19,Cluster_6
CELL_0094,GENE_0119,7,S19,Cluster_6
CELL_0094,GENE_0375,4,S19,Cluster_6
CELL_0094,GENE_0332,4,S19,Cluster_6
CELL_0094,GENE_0017,6,S19,Cluster_6
CELL_0094,GENE_0096,10,S19,Cluster_6
CELL_0094,GENE_0032,4,S19,Cluster_6
CELL_0094,GENE_0378,6,S19,Cluster_6
CELL_0094,GENE_0111,9,S19,Cluster_6
CELL_0094,GENE_0188,3,S19,Cluster_6
CELL_0094,GENE_0064,17,S19,Cluster_6
CELL_0094,GENE_0357,42,S19,Cluster_6
CELL_0094,GENE_0008,7,S19,Cluster_6
CELL_0094,GENE_0421,25,S19,Cluster_6
CELL_0094,GENE_0191,8,S19,Cluster_6
CELL_0094,GENE_0079,13,S19,Cluster_6
CELL_0094,GENE_0227,5,S19,Cluster_6
CELL_0094,GENE_0448,8,S19,Cluster_6
CELL_0094,GENE_0393,4,S19,Cluster_6
CELL_0094,GENE_0322,1,S19,Cluster_6
CELL_0094,GENE_0446,9,S19,Cluster_6
CELL_0094,GENE_0148,5,S19,Cluster_6
CELL_0094,GENE_0083,12,S19,Cluster_6
CELL_0094,GENE_0135,42,S19,Cluster_6
CELL_0094,GENE_0103,9,S19,Cluster_6
CELL_0094,GENE_0006,2,S19,Cluster_6
CELL_0094,GENE_0005,2,S19,Cluster_6
CELL_0094,GENE_0389,5,S19,Cluster_6
CELL_0094,GENE_0439,3,S19,Cluster_6
CELL_0094,GENE_0489,8,S19,Cluster_6
CELL_0094,GENE_0461,50,S19,Cluster_6
CELL_0094,GENE_0337,1,S19,Cluster_6
CELL_0094,GENE_0101,20,S19,Cluster_6
CELL_0094,GENE_0035,3,S19,Cluster_6
CELL_0094,GENE_0251,1,S19,Cluster_6
CELL_0094,GENE_0391,26,S19,Cluster_6
CELL_0094,GENE_0282,4,S19,Cluster_6
CELL_0094,GENE_0413,1,S19,Cluster_6
CELL_0094,GENE_0276,15,S19,Cluster_6
CELL_0094,GENE_0457,2,S19,Cluster_6
CELL_0095,GENE_0387,9,S04,Cluster_4
CELL_0095,GENE_0017,28,S04,Cluster_4
CELL_0095,GENE_0267,3,S04,Cluster_4
CELL_0095,GENE_0259,9,S04,Cluster_4
CELL_0095,GENE_0231,20,S04,Cluster_4
CELL_0095,GENE_0073,12,S04,Cluster_4
CELL_0095,GENE_0227,31,S04,Cluster_4
CELL_0095,GENE_0008,5,S04,Cluster_4
CELL_0095,GENE_0103,67,S04,Cluster_4
CELL_0095,GENE_0160,12,S04,Cluster_4
CELL_0095,GENE_0261,1,S04,Cluster_4
CELL_0095,GENE_0079,6,S04,Cluster_4
CELL_0095,GENE_0153,27,S04,Cluster_4
CELL_0095,GENE_0250,6,S04,Cluster_4
CELL_0095,GENE_0426,6,S04,Cluster_4
CELL_0095,GENE_0034,6,S04,Cluster_4
CELL_0095,GENE_0216,1,S04,Cluster_4
CELL_0095,GENE_0391,23,S04,Cluster_4
CELL_0095,GENE_0323,11,S04,Cluster_4
CELL_0095,GENE_0378,3,S04,Cluster_4
CELL_0095,GENE_0214,24,S04,Cluster_4
CELL_0095,GENE_0172,7,S04,Cluster_4
CELL_0095,GENE_0106,30,S04,Cluster_4
CELL_0095,GENE_0298,19,S04,Cluster_4
CELL_0095,GENE_0428,7,S04,Cluster_4
CELL_0095,GENE_0282,11,S04,Cluster_4
CELL_0095,GENE_0469,1,S04,Cluster_4
CELL_0095,GENE_0449,30,S04,Cluster_4
CELL_0095,GENE_0191,4,S04,Cluster_4
CELL_0095,GENE_0256,5,S04,Cluster_4
CELL_0095,GENE_0194,59,S04,Cluster_4
CELL_0095,GENE_0146,8,S04,Cluster_4
CELL_0095,GENE_0461,3,S04,Cluster_4
CELL_0095,GENE_0375,13,S04,Cluster_4
CELL_0095,GENE_0080,1,S04,Cluster_4
CELL_0095,GENE_0413,3,S04,Cluster_4
CELL_0095,GENE_0287,5,S04,Cluster_4
CELL_0095,GENE_0119,10,S04,Cluster_4
CELL_0096,GENE_0194,9,S02,Cluster_1
CELL_0096,GENE_0451,3,S02,Cluster_1
CELL_0096,GENE_0295,15,S02,Cluster_1
CELL_0096,GENE_0337,2,S02,Cluster_1
CELL_0096,GENE_0414,8,S02,Cluster_1
CELL_0096,GENE_0251,7,S02,Cluster_1
CELL_0096,GENE_0101,7,S02,Cluster_1
CELL_0096,GENE_0492,1,S02,Cluster_1
CELL_0096,GENE_0283,1,S02,Cluster_1
CELL_0096,GENE_0176,3,S02,Cluster_1
CELL_0096,GENE_0470,3,S02,Cluster_1
CELL_0096,GENE_0389,3,S02,Cluster_1
CELL_0096,GENE_0446,11,S02,Cluster_1
CELL_0096,GENE_0097,1,S02,Cluster_1
CELL_0096,GENE_0192,6,S02,Cluster_1
CELL_0096,GENE_0359,1,S02,Cluster_1
CELL_0096,GENE_0223,6,S02,Cluster_1
CELL_0096,GENE_0006,5,S02,Cluster_1
CELL_0096,GENE_0322,5,S02,Cluster_1
CELL_0096,GENE_0008,3,S02,Cluster_1
CELL_0096,GENE_0219,9,S02,Cluster_1
CELL_0096,GENE_0373,5,S02,Cluster_1
CELL_0096,GENE_0475,7,S02,Cluster_1
CELL_0096,GENE_0020,4,S02,Cluster_1
CELL_0096,GENE_0305,15,S02,Cluster_1
CELL_0096,GENE_0250,9,S02,Cluster_1
CELL_0096,GENE_0108,1,S02,Cluster_1
CELL_0096,GENE_0211,3,S02,Cluster_1
CELL_0096,GENE_0469,4,S02,Cluster_1
CELL_0096,GENE_0452,5,S02,Cluster_1
CELL_0096,GENE_0080,10,S02,Cluster_1
CELL_0096,GENE_0241,3,S02,Cluster_1
CELL_0096,GENE_0420,2,S02,Cluster_1
CELL_0096,GENE_0312,5,S02,Cluster_1
CELL_0096,GENE_0106,3,S02,Cluster_1
CELL_0096,GENE_0021,8,S02,Cluster_1
CELL_0096,GENE_0063,8,S02,Cluster_1
CELL_0096,GENE_0388,6,S02,Cluster_1
CELL_0097,GENE_0378,6,S09,Cluster_1
CELL_0097,GENE_0281,9,S09,Cluster_1
CELL_0097,GENE_0452,10,S09,Cluster_1
CELL_0097,GENE_0202,4,S09,Cluster_1
CELL_0097,GENE_0380,6,S09,Cluster_1
CELL_0097,GENE_0098,29,S09,Cluster_1
CELL_0097,GENE_0063,2,S09,Cluster_1
CELL_0097,GENE_0257,3,S09,Cluster_1
CELL_0097,GENE_0291,1,S09,Cluster_1
CELL_0097,GENE_0214,1,S09,Cluster_1
CELL_0097,GENE_0354,2,S09,Cluster_1
CELL_0097,GENE_0392,2,S09,Cluster_1
CELL_0097,GENE_0119,2,S09,Cluster_1
CELL_0097,GENE_0153,1,S09,Cluster_1
CELL_0097,GENE_0290,13,S09,Cluster_1
CELL_0097,GENE_0393,4,S09,Cluster_1
CELL_0097,GENE_0352,6,S09,Cluster_1
CELL_0097,GENE_0251,4,S09,Cluster_1
CELL_0097,GENE_0006,2,S09,Cluster_1
CELL_0097,GENE_0079,7,S09,Cluster_1
CELL_0097,GENE_0345,31,S09,Cluster_1
CELL_0097,GENE_0047,1,S09,Cluster_1
CELL_0097,GENE_0216,20,S09,Cluster_1
CELL_0097,GENE_0480,27,S09,Cluster_1
CELL_0097,GENE_0139,1,S09,Cluster_1
CELL_0097,GENE_0211,29,S09,Cluster_1
CELL_0097,GENE_0327,2,S09,Cluster_1
CELL_0097,GENE_0296,4,S09,Cluster_1
CELL_0097,GENE_0170,2,S09,Cluster_1
CELL_0097,GENE_0232,3,S09,Cluster_1
CELL_0097,GENE_0414,4,S09,Cluster_1
CELL_0097,GENE_0292,2,S09,Cluster_1
CELL_0097,GENE_0312,1,S09,Cluster_1
CELL_0097,GENE_0059,6,S09,Cluster_1
CELL_0098,GENE_0261,10,S11,Cluster_3
CELL_0098,GENE_0119,25,S11,Cluster_3
CELL_0098,GENE_0232,4,S11,Cluster_3
CELL_0098,GENE_0295,8,S11,Cluster_3
CELL_0098,GENE_0287,13,S11,Cluster_3
CELL_0098,GENE_0223,9,S11,Cluster_3
CELL_0098,GENE_0022,20,S11,Cluster_3
CELL_0098,GENE_0005,10,S11,Cluster_3
CELL_0098,GENE_0332,17,S11,Cluster_3
CELL_0098,GENE_0269,11,S11,Cluster_3
CELL_0098,GENE_0139,15,S11,Cluster_3
CELL_0098,GENE_0045,5,S11,Cluster_3
CELL_0098,GENE_0034,14,S11,Cluster_3
CELL_0098,GENE_0134,1,S11,Cluster_3
CELL_0098,GENE_0354,16,S11,Cluster_3
CELL_0098,GENE_0421,1,S11,Cluster_3
CELL_0098,GENE_0314,7,S11,Cluster_3
CELL_0098,GENE_0410,3,S11,Cluster_3
CELL_0098,GENE_0444,8,S11,Cluster_3
CELL_0098,GENE_0454,17,S11,Cluster_3
CELL_0098,GENE_0392,7,S11,Cluster_3
CELL_0098,GENE_0172,12,S11,Cluster_3
CELL_0098,GENE_0041,1,S11,Cluster_3
CELL_0098,GENE_0293,10,S11,Cluster_3
CELL_0098,GENE_0278,13,S11,Cluster_3
CELL_0098,GENE_0080,4,S11,Cluster_3
CELL_0098,GENE_0448,2,S11,Cluster_3
CELL_0098,GENE_0192,2,S11,Cluster_3
CELL_0098,GENE_0492,10,S11,Cluster_3
CELL_0098,GENE_0353,30,S11,Cluster_3
CELL_0098,GENE_0491,5,S11,Cluster_3
CELL_0098,GENE_0255,4,S11,Cluster_3
CELL_0098,GENE_0191,9,S11,Cluster_3
CELL_0098,GENE_0035,5,S11,Cluster_3
CELL_0098,GENE_0140,12,S11,Cluster_3
CELL_0098,GENE_0101,3,S11,Cluster_3
CELL_0098,GENE_0111,5,S11,Cluster_3
CELL_0098,GENE_0352,1,S11,Cluster_3
CELL_0098,GENE_0032,1,S11,Cluster_3
CELL_0098,GENE_0021,3,S11,Cluster_3
CELL_0099,GENE_0140,13,S03,Cluster_2
CELL_0099,GENE_0426,2,S03,Cluster_2
CELL_0099,GENE_0379,5,S03,Cluster_2
CELL_0099,GENE_0079,9,S03,Cluster_2
CELL_0099,GENE_0192,1,S03,Cluster_2
CELL_0099,GENE_0314,2,S03,Cluster_2
CELL_0099,GENE_0188,2,S03,Cluster_2
CELL_0099,GENE_0278,5,S03,Cluster_2
CELL_0099,GENE_0449,2,S03,Cluster_2
CELL_0099,GENE_0204,9,S03,Cluster_2
CELL_0099,GENE_0108,4,S03,Cluster_2
CELL_0099,GENE_0058,18,S03,Cluster_2
CELL_0099,GENE_0413,6,S03,Cluster_2
CELL_0099,GENE_0005,1,S03,Cluster_2
CELL_0099,GENE_0086,5,S03,Cluster_2
CELL_0099,GENE_0361,9,S03,Cluster_2
CELL_0099,GENE_0475,7,S03,Cluster_2
CELL_0099,GENE_0063,1,S03,Cluster_2
CELL_0099,GENE_0276,5,S03,Cluster_2
CELL_0099,GENE_0422,3,S03,Cluster_2
CELL_0099,GENE_0035,2,S03,Cluster_2
CELL_0099,GENE_0004,7,S03,Cluster_2
CELL_0099,GENE_0158,14,S03,Cluster_2
CELL_0099,GENE_0227,1,S03,Cluster_2
CELL_0099,GENE_0116,2,S03,Cluster_2
CELL_0099,GENE_0318,9,S03,Cluster_2
CELL_0099,GENE_0345,1,S03,Cluster_2
CELL_0099,GENE_0269,2,S03,Cluster_2
CELL_0099,GENE_0047,4,S03,Cluster_2
CELL_0099,GENE_0166,22,S03,Cluster_2
CELL_0099,GENE_0391,4,S03,Cluster_2
CELL_0099,GENE_0469,2,S03,Cluster_2
CELL_0099,GENE_0193,3,S03,Cluster_2
CELL_0099,GENE_0323,3,S03,Cluster_2
CELL_0099,GENE_0446,2,S03,Cluster_2
CELL_0099,GENE_0170,3,S03,Cluster_2
CELL_0100,GENE_0492,14,S07,Cluster_5
CELL_0100,GENE_0440,8,S07,Cluster_5
CELL_0100,GENE_0231,41,S07,Cluster_5
CELL_0100,GENE_0150,8,S07,Cluster_5
CELL_0100,GENE_0389,9,S07,Cluster_5
CELL_0100,GENE_0122,13,S07,Cluster_5
CELL_0100,GENE_0283,4,S07,Cluster_5
CELL_0100,GENE_0170,4,S07,Cluster_5
CELL_0100,GENE_0302,17,S07,Cluster_5
CELL_0100,GENE_0342,10,S07,Cluster_5
CELL_0100,GENE_0457,6,S07,Cluster_5
CELL_0100,GENE_0005,17,S07,Cluster_5
CELL_0100,GENE_0029,8,S07,Cluster_5
CELL_0100,GENE_0106,15,S07,Cluster_5
CELL_0100,GENE_0375,19,S07,Cluster_5
CELL_0100,GENE_0138,10,S07,Cluster_5
CELL_0100,GENE_0111,7,S07,Cluster_5
CELL_0100,GENE_0407,17,S07,Cluster_5
CELL_0100,GENE_0354,8,S07,Cluster_5
CELL_0100,GENE_0061,31,S07,Cluster_5
CELL_0100,GENE_0360,10,S07,Cluster_5
CELL_0100,GENE_0428,1,S07,Cluster_5
CELL_0100,GENE_0388,5,S07,Cluster_5
CELL_0100,GENE_0318,31,S07,Cluster_5
CELL_0100,GENE_0257,20,S07,Cluster_5
CELL_0100,GENE_0214,8,S07,Cluster_5
CELL_0100,GENE_0129,12,S07,Cluster_5
CELL_0100,GENE_0083,49,S07,Cluster_5
CELL_0100,GENE_0359,2,S07,Cluster_5
CELL_0100,GENE_0044,3,S07,Cluster_5
CELL_0100,GENE_0045,12,S07,Cluster_5
CELL_0100,GENE_0352,13,S07,Cluster_5
CELL_0100,GENE_0293,20,S07,Cluster_5
CELL_0100,GENE_0322,33,S07,Cluster_5
CELL_0100,GENE_0140,6,S07,Cluster_5
CELL_0100,GENE_0278,3,S07,Cluster_5
CELL_0100,GENE_0000,4,S07,Cluster_5
CELL_0101,GENE_0210,10,S06,Cluster_1
CELL_0101,GENE_0318,7,S06,Cluster_1
CELL_0101,GENE_0051,5,S06,Cluster_1
CELL_0101,GENE_0009,1,S06,Cluster_1
CELL_0101,GENE_0359,7,S06,Cluster_1
CELL_0101,GENE_0314,7,S06,Cluster_1
CELL_0101,GENE_0291,6,S06,Cluster_1
CELL_0101,GENE_0017,3,S06,Cluster_1
CELL_0101,GENE_0028,6,S06,Cluster_1
CELL_0101,GENE_0452,3,S06,Cluster_1
CELL_0101,GENE_0193,1,S06,Cluster_1
CELL_0101,GENE_0354,3,S06,Cluster_1
CELL_0101,GENE_0327,11,S06,Cluster_1
CELL_0101,GENE_0204,7,S06,Cluster_1
CELL_0101,GENE_0329,13,S06,Cluster_1
CELL_0101,GENE_0413,3,S06,Cluster_1
CELL_0101,GENE_0298,4,S06,Cluster_1
CELL_0101,GENE_0312,5,S06,Cluster_1
CELL_0101,GENE_0221,14,S06,Cluster_1
CELL_0101,GENE_0045,5,S06,Cluster_1
CELL_0101,GENE_0188,7,S06,Cluster_1
CELL_0101,GENE_0083,5,S06,Cluster_1
CELL_0101,GENE_0008,13,S06,Cluster_1
CELL_0101,GENE_0044,1,S06,Cluster_1
CELL_0101,GENE_0357,8,S06,Cluster_1
CELL_0101,GENE_0042,2,S06,Cluster_1
CELL_0101,GENE_0376,7,S06,Cluster_1
CELL_0101,GENE_0166,3,S06,Cluster_1
CELL_0101,GENE_0392,3,S06,Cluster_1
CELL_0101,GENE_0458,15,S06,Cluster_1
CELL_0101,GENE_0170,2,S06,Cluster_1
CELL_0101,GENE_0494,1,S06,Cluster_1
CELL_0101,GENE_0276,5,S06,Cluster_1
CELL_0101,GENE_0111,7,S06,Cluster_1
CELL_0101,GENE_0461,2,S06,Cluster_1
CELL_0101,GENE_0034,6,S06,Cluster_1
CELL_0102,GENE_0176,9,S01,Cluster_4
CELL_0102,GENE_0407,8,S01,Cluster_4
CELL_0102,GENE_0296,3,S01,Cluster_4
CELL_0102,GENE_0022,187,S01,Cluster_4
CELL_0102,GENE_0282,2,S01,Cluster_4
